date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:32:35	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2020:02:35%20GMT	http://www.facebook.com/constantcontact	D:/My%20Web%20Sites/My/www.facebook.com/constantcontact.98.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jul%202020%2020:02:37%20GMT	http://www.twitter.com/constantcontact	D:/My%20Web%20Sites/My/www.twitter.com/constantcontact.9a.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:37	1955238/1955238	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:02:37%20GMT	https://www.facebook.com/constantcontact	D:/My%20Web%20Sites/My/www.facebook.com/constantcontact.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jul%202020%2020:02:38%20GMT	https://www.twitter.com/constantcontact	D:/My%20Web%20Sites/My/www.twitter.com/constantcontact.9b.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:39	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2007%20Jul%202020%2020:02:38%20GMT	http://www.instagram.com/constantcontact	D:/My%20Web%20Sites/My/www.instagram.com/constantcontact.9d.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:39	41042/41042	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:02:38%20GMT	https://twitter.com/constantcontact	D:/My%20Web%20Sites/My/twitter.com/constantcontact.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jul%202020%2020:02:39%20GMT	https://www.instagram.com/constantcontact	D:/My%20Web%20Sites/My/www.instagram.com/constantcontact.9e.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jul%202020%2020:02:40%20GMT	http://www.pinterest.com/constantcontact	D:/My%20Web%20Sites/My/www.pinterest.com/constantcontact.9f.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:40	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jul%202020%2020:02:40%20GMT	https://www.pinterest.com/constantcontact	D:/My%20Web%20Sites/My/www.pinterest.com/constantcontact.a0.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:40	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2020:02:40%20GMT	http://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about.a1.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:41	139143/139143	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:02:41%20GMT	https://www.instagram.com/constantcontact/	D:/My%20Web%20Sites/My/www.instagram.com/constantcontact/index.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:41	93129/93129	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:02:41%20GMT	https://www.pinterest.com/constantcontact/	D:/My%20Web%20Sites/My/www.pinterest.com/constantcontact/index.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:41	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:02:41%20GMT	https://www.constantcontact.com/about	D:/My%20Web%20Sites/My/www.constantcontact.com/about	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:42	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2020:02:41%20GMT	http://www.constantcontact.com/features/mobile-marketing	D:/My%20Web%20Sites/My/www.constantcontact.com/features/mobile-marketing.a3.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:43	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:02:43%20GMT	https://www.constantcontact.com/features/mobile-marketing	D:/My%20Web%20Sites/My/www.constantcontact.com/features/mobile-marketing	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:46	77473/77473	---MCZ	200	added ('200')	text/html	date:Tue,%2007%20Jul%202020%2020:02:45%20GMT	https://www.constantcontact.com/in/features/mobile-marketing	D:/My%20Web%20Sites/My/www.constantcontact.com/in/features/mobile-marketing.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Jul%202020%2020:02:48%20GMT	http://www.endurance.com/privacy/privacy	D:/My%20Web%20Sites/My/www.endurance.com/privacy/privacy.a7.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:48	258300/258300	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202020%2020:07:17%20GMT	https://www.constantcontact.com/website/terms	D:/My%20Web%20Sites/My/www.constantcontact.com/website/terms.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:50	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2020:02:49%20GMT	http://www.constantcontact.com/legal/california-privacy-rights	D:/My%20Web%20Sites/My/www.constantcontact.com/legal/california-privacy-rights	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:50	47029/47029	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:02:49%20GMT	https://www.endurance.com/privacy/privacy	D:/My%20Web%20Sites/My/www.endurance.com/privacy/privacy.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
